age,age_cats,married,gender,race,educ,par1_educ,par2_educ,partisan_7pt,curr_county,curr_dem_margin,curr_phi_80_96,curr_phi_00_16,curr_pop,curr_white_alone,curr_workers_outside_home,curr_bach_degree_higher,curr_median_income,curr_gini,curr_avg_commute,curr_city,hs_county,hs_dem_margin,hs_phi_80_96,hs_phi_00_16,hs_pop,hs_white_alone,hs_workers_outside_home,hs_bach_degree_higher,hs_median_income,hs_gini,hs_avg_commute,hs_city,tenure,county_7pt,city_7pt,city_income,vote_primary,vote_pres,vote_local,why_vote,vote_duty,vote_choice,protest,petition,campaign,money_pol,money_soc,contact_congress,contact_local,volunteer_org,volunteer_solo,volunteer_hrs,par_volunteer,par_pol,par_events,citizen_voting,citizen_volunteer,citizen_protest,fam_size,fam_partisan,fam_convo,school,school_sports,school_volunteer,school_political,club_volunteer,club_political,hs_voice,employ,work_hrs,work_convos,work_political,school_hrs,religion,social_trust,neighbor,interest,f2f_comfort,f2f_different,end_friend,best_interest,hate_speech,disruption,govt_trust,efficacy,govt_services,num_contacts,talk_pol,talk_pol_sim,pol_discuss,soc_media,sm_hrs,web_hrs,tv_hrs,sm_comfort,sm_different,post_similar,post_different,add_political,partisan_3pt
54,45-59,Married,Female,White,4-year,4-year,4-year,Conservative,"henderson, nc",-27.5,30.64,28,109719,99704,42746,23038,46448,0.437,21.59184485,"Hendersonville , NC","collier, fl",-25.7,41.98,28.44,341091,299480,128370,84472,57452,0.5338,23.99135312,"Naples, FL",25,,Conservative,Affluent,Yes,Yes,,Mainly a duty,Very strongly,Very strongly,No,No,No,No,No,No,No,Yes,Yes,More than ten,Every week,A little involved,Not very often,A great deal,A great deal,None at all,4,4,Very often,No school,Very important,Very important,Very important,Very often,Not very often,Very often,Full-time,37,10,9,,Every week,Some of the time,Very comfortable,Always,Very comfortable,Very comfortable,No,A little,Don't know,Disagree,About half the time,Disagree,Govt should provide fewer services,5,5,4,Almost all the time,Yes,Zero to two,Zero to two,Less than 1 hour,Somewhat comfortable,Somewhat comfortable,Very often,Rarely,Often,Conservative
42,30-44,Married,Female,White,4-year,4-year,4-year,Liberal,"henderson, nc",-27.5,30.64,28,109719,99704,42746,23038,46448,0.437,21.59184485,"Mills River, NC","orange, nc",50.3,23.56,39.6,138644,103958,63362,47769,59290,0.5254,22.26799975,"Chapel Hill, NC",24,Conservative,Conservative,Affluent,Yes,Yes,,Mainly a duty,Moderately strongly,Moderately strongly,No,Yes,No,No,Yes,No,Yes,Yes,Yes,More than ten,Almost every week,Not at all,Rarely,A moderate amount,A great deal,A moderate amount,9,7,Often,Public school,Somewhat important,Somewhat important,Somewhat important,Not very often,Rarely,Often,Homemaker,,,,,A few times a year,Most of the time,Very comfortable,Most of the time,Somewhat comfortable,Somewhat comfortable,No,A moderate amount,No,Disagree,Some of the time,Disagree,Govt provides the right amount of services,5,4,2,Almost all the time,Yes,Zero to two,Zero to two,One to three,Somewhat comfortable,Not too comfortable,Not very often,Rarely,Rarely,Liberal
21,18-29,Single,Male,White,Some college,4-year,4-year,Slightly Liberal,"orange, nc",50.3,23.56,39.6,138644,103958,63362,47769,59290,0.5254,22.26799975,"Chapel Hill, NC","forsyth, nc",10.4,12.08,9.86,361684,242474,152608,78674,45471,0.4872,21.0878853,"Pffaftown, NC",6,Conservative,Slightly Conservative,Affluent,No,No,,Mainly a choice,A little strongly,Very strongly,No,No,No,No,No,No,No,No,No,One to Four,A few times a year,Not at all,Rarely,A moderate amount,A great deal,A little,4,1,Often,Public school,Somewhat important,Somewhat important,Not at all important,Not very often,Rarely,Rarely,Part-time,12,5,,10,Never,About half the time,Somewhat comfortable,Most of the time,Somewhat comfortable,Not too comfortable,No,A little,Yes,Strongly disagree,Some of the time,Strongly agree,Govt should provide more services,3,3,2,Occasionally,Yes,Zero to two,Two to four,One to three,Not comfortable at all,Not comfortable at all,Rarely,Rarely,Rarely,Liberal
49,45-59,Married,Female,White,4-year,High school graduate,High school graduate,Slightly Liberal,"henderson, nc",-27.5,30.64,28,109719,99704,42746,23038,46448,0.437,21.59184485,"Horse Shoe, NC","graham, nc",-60.4,17.08,42.68,8700,7709,2792,863,34805,0.4654,24.23352436,"Robbinsville, NC",21,Conservative,Moderate,Affluent,Yes,Yes,,Mainly a choice,Moderately strongly,Very strongly,Yes,Yes,No,No,Yes,No,Yes,Yes,No,More than ten,A few times a year,Not at all,Rarely,A great deal,A great deal,A moderate amount,3,0,Often,Public school,Somewhat important,Somewhat important,Not too important,Often,Rarely,Often,Full-time,40,6,1,,Almost every week,Most of the time,Very comfortable,Most of the time,Somewhat comfortable,Somewhat comfortable,No,A little,No,Disagree,Some of the time,Agree,Govt provides the right amount of services,3,2,2,Occasionally,Yes,Two to four,Zero to two,Less than 1 hour,Not too comfortable,Somewhat comfortable,Not very often,Not very often,Rarely,Liberal
42,30-44,Married,Female,White,Post-grad,4-year,High school graduate,Slightly Liberal,"henderson, nc",-27.5,30.64,28,109719,99704,42746,23038,46448,0.437,21.59184485,"Hendersonville, NC","mccreary, ky",-75.3,33.36,54.78,18001,16336,4230,864,19328,0.4724,28.86524823,"Whitley City, KY",9,Conservative,Conservative,Very poor,Yes,Yes,,Mainly a choice,A little strongly,Moderately strongly,No,Yes,No,No,Yes,No,No,Yes,Yes,More than ten,A few times a year,A little involved,Rarely,A little,A moderate amount,A little,4,3,Often,Public school,Very important,Somewhat important,Not at all important,Often,Rarely,Often,Permanently disabled,,,,,A few times a year,Most of the time,Somewhat comfortable,Most of the time,Somewhat comfortable,Somewhat comfortable,No,A little,Yes,Disagree,Some of the time,Disagree,Govt should provide more services,5,5,2,Occasionally,Yes,Zero to two,Zero to two,Less than 1 hour,Not too comfortable,Not too comfortable,Rarely,Rarely,Rarely,Liberal
59,45-59,Married,Male,White,Post-grad,Post-grad,4-year,Conservative,"alamance, nc",-12.7,21.52,16.82,155258,109891,67580,22391,41814,0.4608,23.66439775,"Elon, NC","henderson, nc",-27.5,30.64,28,109719,99704,42746,23038,46448,0.437,21.59184485,"Hendersonville, NC",23,Conservative,Slightly Conservative,Affluent,Yes,Yes,,Mainly a duty,Moderately strongly,Very strongly,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,More than ten,Once or twice a month,A little involved,Not very often,A great deal,A great deal,A little,4,3,Very often,Public school,Very important,Somewhat important,Somewhat important,Very often,Often,Often,Full-time,60,3,3,,Every week,Most of the time,Somewhat comfortable,Always,Very comfortable,Very comfortable,No,A little,No,Strongly disagree,Most of the time,Disagree,Govt should provide fewer services,5,3,2,Occasionally,Yes,Zero to two,Zero to two,One to three,Somewhat comfortable,Somewhat comfortable,Not very often,Not very often,Not very often,Conservative
20,18-29,Single,Male,White,Some college,4-year,4-year,Moderate,"orange, nc",50.3,23.56,39.6,138644,103958,63362,47769,59290,0.5254,22.26799975,"Chapel Hill, NC","gwinnett, ga",5.8,34.4,17.84,859234,448872,379401,187266,60289,0.424,32.09597497,"Suwanee, GA",18,Slightly Conservative,Conservative,Affluent,No,Yes,,Mainly a duty,Moderately strongly,Moderately strongly,No,No,No,No,No,No,No,Yes,No,One to Four,Once or twice a month,Not at all,Rarely,A moderate amount,A moderate amount,None at all,2,2,Not very often,Public school,Very important,Very important,Not too important,Very often,Rarely,Very often,Student,10,2,,40,A few times a year,Some of the time,Not comfortable at all,Most of the time,Very comfortable,Somewhat comfortable,No,A great deal,Yes,Agree,Most of the time,Agree,Govt provides the right amount of services,3,2,2,Occasionally,Yes,Zero to two,Zero to two,Less than 1 hour,Not too comfortable,Not too comfortable,Rarely,Not very often,Rarely,Moderate
21,18-29,Single,Female,White,Some college,2-year,High school graduate,Liberal,"henderson, nc",-27.5,30.64,28,109719,99704,42746,23038,46448,0.437,21.59184485,"Hendersonville, NC","henderson, nc",-27.5,30.64,28,109719,99704,42746,23038,46448,0.437,21.59184485,"Hendersonville, NC",21,Conservative,Conservative,Affluent,Yes,Yes,,Mainly a duty,Moderately strongly,Moderately strongly,No,Yes,No,Yes,No,Yes,Yes,No,Yes,More than ten,Every week,A little involved,Not very often,A great deal,A great deal,A moderate amount,4,1,Very often,Public school,Very important,Very important,Somewhat important,Very often,Not very often,Very often,Student,,,,35,Never,Most of the time,Not too comfortable,Most of the time,Very comfortable,Very comfortable,No,A little,No,Disagree,About half the time,Strongly disagree,Govt provides the right amount of services,5,5,4,Almost all the time,Yes,Two to four,Two to four,Less than 1 hour,Somewhat comfortable,Somewhat comfortable,Not very often,Rarely,Rarely,Liberal
57,45-59,Divorced,Female,White,4-year,Some college,High school graduate,Conservative,"alamance, nc",-12.7,21.52,16.82,155258,109891,67580,22391,41814,0.4608,23.66439775,"Elon, NC","wilkes, nc",-54.7,30.9,43.3,68946,62888,25447,6255,33232,0.4679,24.57480253,"Hays, NC",35,Slightly Conservative,Moderate,Affluent,Yes,Yes,,Mainly a choice,Moderately strongly,Moderately strongly,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Five to ten,A few times a year,A little involved,Not very often,A great deal,A great deal,A little,2,1,Often,Public school,Somewhat important,Not too important,Not at all important,Not very often,Rarely,Not very often,Full-time,45,15,5,,Every week,Most of the time,Very comfortable,Always,Somewhat comfortable,Somewhat comfortable,No,A little,Yes,Disagree,About half the time,Disagree,Govt should provide fewer services,4,4,2,Occasionally,Yes,Zero to two,Zero to two,One to three,Not too comfortable,Not too comfortable,Not very often,Not very often,Not very often,Conservative
59,45-59,Divorced,Male,White,4-year,Post-grad,2-year,Slightly Liberal,"henderson, nc",-27.5,30.64,28,109719,99704,42746,23038,46448,0.437,21.59184485,"Hendersonville , NC","brevard, fl",-19.6,26.16,13.38,553591,459762,214829,110691,48925,0.4493,24.16333456,"Satellite Beach, FL",13,Slightly Conservative,Slightly Conservative,Affluent,Yes,Yes,,Neither,Not at all,Not at all,No,Yes,No,No,No,Yes,No,Yes,No,Five to ten,Never,Not at all,Rarely,A little,A moderate amount,A moderate amount,0,0,Not very often,No school,Somewhat important,Not too important,Not too important,Rarely,Rarely,Not very often,Full-time,60,3,2,,A few times a year,Most of the time,Very comfortable,Most of the time,Somewhat comfortable,Somewhat comfortable,No,A moderate amount,No,Disagree,Some of the time,Agree,Govt should provide more services,4,2,2,Occasionally,Yes,Two to four,Zero to two,One to three,Not too comfortable,Not too comfortable,Often,Not very often,Rarely,Liberal
55,45-59,Married,Male,White,4-year,Some college,High school graduate,Moderate,"charleston, sc",7.8,15.02,6.22,372904,250522,171840,104316,53437,0.4972,22.93298999,"Mount Pleasant, South Carolina","henderson, nc",-27.5,30.64,28,109719,99704,42746,23038,46448,0.437,21.59184485,"Henderson, NC",11,Conservative,Conservative,Affluent,Yes,Yes,,Mainly a duty,Very strongly,A little strongly,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Five to ten,A few times a year,Not at all,Often,A great deal,A great deal,A great deal,2,2,Often,Public school,Very important,Not at all important,Not at all important,Rarely,Not very often,Not very often,Full-time,45,6,3,,Every week,Some of the time,Very comfortable,Always,Very comfortable,Somewhat comfortable,No,A little,Yes,Strongly agree,Some of the time,Disagree,Govt provides the right amount of services,3,3,2,Occasionally,No,Zero to two,Zero to two,One to three,Not comfortable at all,Not too comfortable,Rarely,Rarely,Rarely,Moderate
18,18-29,Single,Male,White,Some college,Post-grad,Some college,Slightly Conservative,"iredell, nc",-36.3,24.46,31.8,165066,134454,71201,28781,52306,0.4706,24.6881364,"Mooresville,NC","iredell, nc",-36.3,24.46,31.8,165066,134454,71201,28781,52306,0.4706,24.6881364,"Mooresville, NC",14,Slightly Conservative,Slightly Conservative,Very affluent,Yes,Yes,Yes,Mainly a duty,Very strongly,A little strongly,No,No,No,Yes,No,No,No,Yes,Yes,Five to ten,Never,Not at all,Rarely,A great deal,A great deal,A little,4,4,Often,Public school,Very important,Not too important,Not too important,Very often,Not very often,Often,Student,15,,,23,Almost every week,Most of the time,Somewhat comfortable,Always,Very comfortable,Very comfortable,No,A moderate amount,No,Strongly disagree,About half the time,Disagree,Govt should provide fewer services,3,3,2,Occasionally,Yes,Zero to two,Zero to two,One to three,Very comfortable,Very comfortable,Often,Not very often,Not very often,Conservative
18,18-29,Single,Female,Asian,Some college,Post-grad,2-year,Liberal,"iredell, nc",-36.3,24.46,31.8,165066,134454,71201,28781,52306,0.4706,24.6881364,"Mooresville,NC","iredell, nc",-36.3,24.46,31.8,165066,134454,71201,28781,52306,0.4706,24.6881364,"Statesville, NC",10,Slightly Conservative,Moderate,Middle class,Yes,Yes,No,Mainly a duty,Moderately strongly,Not at all,No,No,No,No,Yes,No,No,Yes,Yes,More than ten,A few times a year,Not at all,Rarely,A moderate amount,A great deal,A great deal,5,5,Often,Public school,Very important,Very important,Not too important,Very often,Rarely,Not very often,Student,,,,45,Never,Most of the time,Somewhat comfortable,Most of the time,Somewhat comfortable,Very comfortable,No,A little,Yes,Agree,Never,Strongly agree,Govt should provide more services,5,5,4,Occasionally,Yes,Zero to two,Zero to two,One to three,Not too comfortable,Not too comfortable,Often,Often,Rarely,Liberal
78,60 and above,Married,Female,White,Post-grad,2-year,Some college,Conservative,"catawba, nc",-37.5,30.06,32.54,154610,125221,66332,22976,44376,0.4555,22.27205572,"Newton, NC","forsyth, nc",10.4,12.08,9.86,361684,242474,152608,78674,45471,0.4872,21.0878853,"Winston Salem, NC",68,Conservative,Conservative,Middle class,Yes,Yes,Yes,Mainly a duty,Moderately strongly,Moderately strongly,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Zero,A few times a year,Not at all,Rarely,A moderate amount,A great deal,A great deal,5,5,Often,Public school,Somewhat important,Somewhat important,Not at all important,Not very often,Rarely,Often,Retired,,,,,Almost every week,Most of the time,Very comfortable,About half the time,Somewhat comfortable,Somewhat comfortable,No,A moderate amount,Yes,Disagree,Most of the time,Disagree,Govt should provide more services,5,5,3,Most of the time,No,Zero to two,Zero to two,More than three hours,Somewhat comfortable,Somewhat comfortable,Rarely,Rarely,Rarely,Conservative
47,45-59,Married,Female,White,2-year,Post-grad,Post-grad,Moderate,"iredell, nc",-36.3,24.46,31.8,165066,134454,71201,28781,52306,0.4706,24.6881364,"Mooresville,NC","catawba, nc",-37.5,30.06,32.54,154610,125221,66332,22976,44376,0.4555,22.27205572,"Newton, NC",20,Conservative,Conservative,Middle class,Yes,Yes,Yes,Neither,Moderately strongly,Not at all,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Five to ten,A few times a year,A little involved,Rarely,A great deal,A great deal,A little,4,3,Very often,Public school,Very important,Somewhat important,Not at all important,Very often,Rarely,Often,Full-time,45,10,5,6,Every week,About half the time,Very comfortable,Most of the time,Somewhat comfortable,Very comfortable,No,A little,Yes,Agree,Some of the time,Disagree,Govt should provide many fewer services,5,1,1,Occasionally,Yes,Zero to two,Zero to two,One to three,Somewhat comfortable,Not too comfortable,Not very often,Rarely,Not very often,Moderate
48,45-59,Married,Female,White,Post-grad,High school graduate,No HS,Slightly Conservative,"forsyth, nc",10.4,12.08,9.86,361684,242474,152608,78674,45471,0.4872,21.0878853,"winston salem, nc","forsyth, nc",10.4,12.08,9.86,361684,242474,152608,78674,45471,0.4872,21.0878853,"winston salem, nc",48,Slightly Conservative,Slightly Liberal,Middle class,No,No,No,Mainly a choice,Not at all,Moderately strongly,No,No,No,No,No,No,No,Yes,Yes,Five to ten,A few times a year,Not at all,Rarely,A little,A great deal,None at all,2,2,Not very often,Public school,Somewhat important,Somewhat important,Not too important,Very often,Rarely,Not very often,Part-time,22,6,0,,Almost every week,Most of the time,Not too comfortable,Some of the time,Not too comfortable,Not comfortable at all,No,A little,Don't know,Disagree,Some of the time,Strongly agree,Govt should provide more services,4,2,2,Occasionally,Yes,Two to four,Zero to two,One to three,Not comfortable at all,Not comfortable at all,Rarely,Rarely,Rarely,Conservative
47,45-59,Married,Male,White,4-year,Post-grad,4-year,Conservative,"forsyth, nc",10.4,12.08,9.86,361684,242474,152608,78674,45471,0.4872,21.0878853,"winston salem, nc","forsyth, nc",10.4,12.08,9.86,361684,242474,152608,78674,45471,0.4872,21.0878853,"winston salem, nc",47,Slightly Conservative,Slightly Conservative,Middle class,No,Yes,No,Mainly a choice,Not at all,Very strongly,No,Yes,No,No,Yes,Yes,No,Yes,No,One to Four,,A little involved,Rarely,None at all,A moderate amount,None at all,3,0,Often,Public school,Very important,Somewhat important,Not too important,Often,Rarely,Not very often,Full-time,35,3,2,,A few times a year,Most of the time,Very comfortable,Most of the time,Somewhat comfortable,Somewhat comfortable,No,A moderate amount,Yes,Strongly disagree,Some of the time,Agree,Govt should provide many fewer services,5,5,4,Occasionally,No,,Zero to two,Less than 1 hour,,,,,,Conservative
18,18-29,Single,Male,White,High school graduate,Post-grad,4-year,Moderate,"davidson, nc",-48.4,29.32,40.22,163867,141927,67665,21196,43363,0.4365,24.13389492,"Winston Salem, NC","davidson, nc",-48.4,29.32,40.22,163867,141927,67665,21196,43363,0.4365,24.13389492,"Thomasville, NC",9,Conservative,Slightly Conservative,Middle class,Yes,Yes,No,Mainly a choice,A little strongly,Moderately strongly,No,No,No,No,Yes,No,No,Yes,Yes,More than ten,Almost every week,A little involved,Rarely,A moderate amount,A great deal,A moderate amount,3,2,Not very often,Public school,Very important,Somewhat important,Not too important,Often,Rarely,Very often,Student,,,,15,Almost every week,Most of the time,Somewhat comfortable,Most of the time,Very comfortable,Very comfortable,No,A little,Yes,Disagree,About half the time,Disagree,Govt should provide more services,5,3,2,Occasionally,Yes,Two to four,Zero to two,Less than 1 hour,Not too comfortable,Somewhat comfortable,Not very often,Not very often,Rarely,Moderate
19,18-29,Single,Male,White,High school graduate,2-year,High school graduate,Moderate,"wilson, nc",5.6,7.76,6.96,81581,41499,33414,9887,39847,0.4563,20.36885737,"Wilson, NC","wilson, nc",5.6,7.76,6.96,81581,41499,33414,9887,39847,0.4563,20.36885737,"Wilson, NC",19,Conservative,Conservative,Middle class,No,Yes,No,Mainly a duty,Moderately strongly,Moderately strongly,No,No,No,No,No,No,No,Yes,No,One to Four,A few times a year,Not at all,Rarely,None at all,A moderate amount,None at all,4,0,Often,Public school,Somewhat important,Somewhat important,Not at all important,Often,Not very often,Rarely,Student,6,4,1,30,A few times a year,Some of the time,Very comfortable,Most of the time,Somewhat comfortable,Not too comfortable,No,A moderate amount,Yes,Disagree,Never,Disagree,Govt should provide fewer services,5,5,4,Occasionally,Yes,Zero to two,Zero to two,One to three,Not comfortable at all,Not comfortable at all,Rarely,Rarely,Rarely,Moderate
